index,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,target
1885,144.1,2023-07-07 17:24:42,Debit,Chicago,Branch,57.0,Doctor,30.0,1.0,11523.64,2024-11-04 08:10:03,3
1886,72.5,2023-04-10 17:48:18,Debit,Fort Worth,ATM,40.0,Doctor,30.0,1.0,12723.62,2024-11-04 08:11:48,3
1888,22.149999999999977,2023-05-03 16:26:08,Debit,Denver,Branch,44.0,Doctor,73.0,1.0,7451.83,2024-11-04 08:11:03,3
1889,777.92,2023-06-12 18:56:58,Debit,Austin,Branch,62.0,Doctor,97.0,1.0,7061.58,2024-11-04 08:09:32,3
1890,790.07,2023-05-26 17:32:29,Debit,Miami,Online,28.0,Student,197.0,1.0,985.7700000000004,2024-11-04 08:10:46,3
1892,767.41,2023-09-07 16:28:19,Debit,Fort Worth,ATM,56.0,Doctor,27.0,1.0,12799.34,2024-11-04 08:08:55,1
1895,49.670000000000016,2023-02-20 18:48:52,Debit,Atlanta,Online,21.0,Student,146.0,1.0,842.9400000000005,2024-11-04 08:08:23,0
1897,702.87,2023-06-07 17:06:21,Debit,Washington,ATM,19.0,Student,184.0,1.0,1237.5,2024-11-04 08:11:14,3
1898,133.56,2023-01-24 18:43:06,Debit,,Online,25.0,Student,177.0,1.0,783.8299999999999,2024-11-04 08:06:58,0
1900,52.870000000000005,2023-03-31 17:25:22,Debit,Indianapolis,Branch,24.0,Student,70.0,1.0,960.96,2024-11-04 08:11:49,0
1901,179.0,2023-09-06 16:01:35,Debit,Houston,ATM,78.0,Retired,121.0,1.0,7310.88,2024-11-04 08:10:18,1
1903,384.11,2023-05-15 16:35:43,Debit,Fort Worth,ATM,58.0,Retired,12.0,1.0,7902.52,2024-11-04 08:06:36,3
1904,227.61,2023-08-07 16:16:26,Debit,Houston,Online,71.0,Retired,61.00000000000001,1.0,4405.28,2024-11-04 08:07:41,1
1905,40.829999999999984,2023-08-16 16:40:51,Debit,Indianapolis,ATM,48.0,Engineer,24.0,1.0,3944.12,2024-11-04 08:12:04,1
1906,19.75999999999999,2023-03-31 17:50:09,Debit,Nashville,ATM,20.0,Student,240.0,1.0,1523.04,,0
1907,484.24,2023-05-29 16:40:15,Debit,Raleigh,Branch,67.0,Doctor,77.0,1.0,8042.3,2024-11-04 08:06:44,3
1909,301.47,2023-01-26 16:13:15,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.7299999999996,2024-11-04 08:09:25,0
1910,199.09000000000003,2023-05-19 16:54:16,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,2024-11-04 08:08:46,3
1911,38.94999999999999,2023-10-18 16:44:17,Debit,Los Angeles,Online,27.0,Engineer,50.0,1.0,731.5200000000004,,2
1912,515.94,2023-12-22 16:42:33,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.8900000000003,2024-11-04 08:11:10,2
1913,41.930000000000035,2023-02-13 16:44:18,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,2024-11-04 08:06:24,0
1915,95.35,2023-07-26 16:27:19,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,2024-11-04 08:07:22,1
1916,93.14000000000001,2023-01-02 16:47:11,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,2024-11-04 08:07:53,0
1920,233.71,2023-03-13 17:30:20,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,2024-11-04 08:12:09,0
1921,14.920000000000016,2023-05-22 16:51:28,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,2024-11-04 08:07:33,3
1922,242.17,2023-06-08 16:28:29,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.7200000000003,2024-11-04 08:10:41,3
1923,122.98000000000002,2023-07-24 16:15:58,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,2024-11-04 08:09:50,1
1924,129.35,2023-08-28 16:31:48,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,2024-11-04 08:09:41,1
1925,138.33,2023-07-07 17:58:29,Debit,Dallas,Online,21.0,Student,69.0,1.0,232.5600000000004,2024-11-04 08:09:17,3
1926,39.31,2023-10-30 17:24:55,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,2024-11-04 08:06:47,2
1927,91.85,2023-10-16 16:50:31,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.0900000000001,2024-11-04 08:12:14,2
1928,277.7,2023-06-22 16:38:46,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.1999999999998,2024-11-04 08:11:43,3
1929,114.03000000000003,2023-11-24 16:30:21,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,2024-11-04 08:11:42,2
1931,31.189999999999998,2023-04-25 16:23:59,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,2024-11-04 08:09:33,3
1933,742.26,2023-06-20 17:04:02,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.19,2024-11-04 08:10:01,3
1934,256.8,2023-02-24 16:49:51,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.3799999999997,2024-11-04 08:09:22,0
1935,378.68,2023-01-06 17:23:59,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,2024-11-04 08:07:11,0
1936,571.93,2023-09-20 17:44:37,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.03,2024-11-04 08:06:42,1
1939,533.61,2023-12-20 16:17:11,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,2024-11-04 08:11:43,2
1940,428.62,2023-06-05 16:02:04,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,2024-11-04 08:10:24,3
1941,361.22,2023-04-17 17:58:55,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,2024-11-04 08:10:24,3
1942,837.29,2023-11-27 16:14:25,Debit,Phoenix,Branch,25.0,Student,216.0,1.0,6012.67,2024-11-04 08:07:12,2
1944,135.27,2023-08-10 16:16:41,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,2024-11-04 08:09:32,1
1945,185.1,2023-08-08 16:21:01,Debit,Albuquerque,Branch,53.0,Retired,23.0,1.0,6115.63,2024-11-04 08:10:41,1
1946,113.53999999999999,2023-09-22 16:42:46,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,2024-11-04 08:08:45,1
1947,354.96,2023-11-29 16:27:38,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,2024-11-04 08:08:19,2
1948,224.22,2023-01-23 18:45:00,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,2024-11-04 08:12:18,0
1949,737.1,2023-07-19 16:11:01,Debit,Washington,ATM,60.0,Retired,92.0,1.0,4644.19,2024-11-04 08:11:08,1
1950,223.22,2023-07-17 16:20:27,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.2200000000003,2024-11-04 08:08:15,1
1951,557.26,2023-10-04 17:06:57,Debit,San Jose,ATM,69.0,Doctor,53.0,1.0,5237.12,2024-11-04 08:09:49,1
1953,27.439999999999998,2023-11-06 17:23:43,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,2024-11-04 08:08:43,2
1954,310.09,2023-11-24 16:49:29,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,2024-11-04 08:10:52,2
1955,80.38,2023-03-06 16:25:52,Debit,Kansas City,Online,52.0,Doctor,116.0,1.0,9662.88,2024-11-04 08:09:54,0
1958,59.72999999999999,2023-05-22 16:38:39,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.9300000000003,2024-11-04 08:10:10,3
1959,758.77,2023-06-23 16:12:15,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,2024-11-04 08:08:24,3
1960,301.51,2023-02-24 16:33:33,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,2024-11-04 08:11:09,0
1961,418.03,2023-09-04 17:46:40,Debit,Austin,,58.0,Doctor,161.0,1.0,10721.29,2024-11-04 08:08:43,1
1963,483.92,2023-10-16 18:57:30,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,2024-11-04 08:06:59,2
1964,78.93,2023-02-17 16:41:31,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,2024-11-04 08:12:17,0
1965,36.629999999999995,2023-05-04 17:02:55,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,2024-11-04 08:07:35,3
1966,87.85,2023-12-13 17:25:54,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.24,2024-11-04 08:07:16,2
1968,705.34,2023-09-12 18:52:56,Debit,Washington,Online,59.0,Doctor,124.0,1.0,5003.22,2024-11-04 08:12:18,1
1970,116.88999999999999,2023-11-20 16:31:15,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,2024-11-04 08:06:37,2
1971,106.41,2023-01-16 16:37:34,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,2024-11-04 08:07:01,0
1973,584.41,2023-01-02 16:51:47,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,2024-11-04 08:11:29,0
1975,79.20999999999998,2023-11-24 17:52:34,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,2024-11-04 08:07:01,2
1977,335.7,2023-01-30 17:47:41,Debit,El Paso,ATM,80.0,,57.0,1.0,6601.44,2024-11-04 08:10:11,0
1979,422.81,2023-11-20 16:07:20,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.2799999999997,2024-11-04 08:10:28,2
1980,135.43,2023-10-06 16:14:51,Debit,San Jose,ATM,57.0,Retired,92.0,1.0,5315.83,2024-11-04 08:08:57,1
1981,584.88,,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.4499999999998,2024-11-04 08:11:03,2
1982,308.94,2023-04-03 16:35:29,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.6599999999999,2024-11-04 08:07:47,3
1983,295.93,2023-02-20 17:26:39,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,2024-11-04 08:09:56,0
1985,77.44,2023-06-26 16:28:59,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,2024-11-04 08:10:59,3
1988,291.68,2023-08-07 18:07:57,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,2024-11-04 08:11:59,1
1989,56.96000000000001,2023-06-26 17:38:30,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,2024-11-04 08:07:18,3
1990,436.8,2023-07-03 16:15:11,Debit,Seattle,Online,27.0,Student,92.0,1.0,1256.33,2024-11-04 08:10:00,3
1991,259.49,2023-06-09 16:31:56,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,2024-11-04 08:07:31,3
1992,726.26,2023-02-13 17:13:49,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,2024-11-04 08:06:49,0
1993,568.68,2023-04-25 18:47:16,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,2024-11-04 08:08:39,3
1994,77.57,2023-12-13 17:02:21,Debit,Atlanta,Online,49.0,,225.0,1.0,12801.93,2024-11-04 08:07:54,2
1998,61.329999999999984,2023-09-20 18:18:00,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.4,2024-11-04 08:06:27,1
1999,27.639999999999986,2023-06-09 17:14:26,Debit,New York,Online,54.0,Engineer,23.0,1.0,7498.51,2024-11-04 08:08:22,3
2000,3.8500000000000227,2023-04-17 16:27:27,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,2024-11-04 08:08:51,3
2002,178.55,2023-12-15 16:16:30,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.4,2024-11-04 08:12:21,2
2003,248.76,2023-05-24 16:12:18,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,2024-11-04 08:06:33,3
2004,76.16,2023-11-21 16:45:29,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.2500000000005,2024-11-04 08:12:04,2
2005,347.25,2023-01-30 18:49:52,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,2024-11-04 08:08:01,0
2007,325.98,2023-07-20 16:58:39,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.3500000000004,2024-11-04 08:08:23,1
2008,249.56,2023-11-20 16:05:05,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,2024-11-04 08:11:08,2
2009,17.430000000000007,2023-02-23 16:21:38,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,2024-11-04 08:08:36,0
2011,585.58,2023-09-04 16:13:40,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,2024-11-04 08:09:16,1
2014,331.98,2023-08-28 16:40:01,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,2024-11-04 08:09:26,1
2015,199.53999999999996,2023-10-10 17:24:33,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,2024-11-04 08:10:49,1
2016,212.97,2023-11-14 16:56:34,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,2024-11-04 08:10:42,2
2017,270.56,2023-02-17 16:57:32,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,2024-11-04 08:08:05,0
2018,306.37,2023-06-27 18:26:08,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,2024-11-04 08:07:43,3
2020,98.48000000000002,2023-02-16 17:14:41,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,2024-11-04 08:11:29,0
2021,889.01,2023-08-29 17:55:07,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,2024-11-04 08:11:23,1
2022,537.86,2023-09-19 16:44:21,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.0600000000004,2024-11-04 08:09:27,1
2023,241.18,2023-05-30 18:29:15,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.5299999999997,2024-11-04 08:06:56,3
2024,130.54,2023-04-05 17:20:36,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,2024-11-04 08:09:50,3
2026,8.810000000000002,2023-05-22 16:57:30,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,2024-11-04 08:09:40,3
2027,28.519999999999982,2023-06-02 16:54:12,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.5100000000002,2024-11-04 08:08:28,3
2030,199.22999999999996,2023-09-04 16:04:27,Debit,Tucson,ATM,29.0,Engineer,54.0,1.0,9834.0,2024-11-04 08:07:46,1
2031,42.25999999999999,2023-10-26 16:19:25,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77000000000044,2024-11-04 08:09:35,2
2032,166.06,2023-07-14 16:06:06,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,2024-11-04 08:07:04,1
2033,357.72,2023-08-07 17:29:48,Debit,Miami,ATM,53.0,Retired,25.0,1.0,7659.5,2024-11-04 08:11:19,1
2034,588.37,2023-01-05 17:48:29,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.08,2024-11-04 08:07:39,0
2035,72.81999999999996,2023-11-10 16:50:35,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,2024-11-04 08:06:49,2
2036,162.36,2023-11-22 16:10:32,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.04,2024-11-04 08:09:02,2
2040,639.57,2023-12-18 16:25:18,Debit,Philadelphia,Branch,60.0,Doctor,43.000000000000014,1.0,11726.47,2024-11-04 08:12:02,2
2041,58.22999999999999,2023-07-26 17:25:23,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,2024-11-04 08:09:59,1
2044,188.61,2024-01-01 17:16:23,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,2024-11-04 08:06:23,2
2048,50.28,2023-02-02 16:20:28,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,2024-11-04 08:06:46,0
2050,70.68,2023-11-22 17:01:08,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.4099999999999,2024-11-04 08:10:55,2
2051,261.77,2023-01-12 18:07:21,Debit,Chicago,Online,28.0,Student,46.0,1.0,824.71,2024-11-04 08:11:48,0
2052,183.22,2023-10-05 18:40:15,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.4199999999996,2024-11-04 08:07:27,1
2054,156.86,2023-01-30 16:37:53,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,2024-11-04 08:10:27,0
2055,120.67000000000002,2023-12-25 18:16:39,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,2024-11-04 08:12:08,2
2057,506.81,2023-12-20 16:17:24,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,2024-11-04 08:08:00,2
2058,328.39,2023-11-09 16:47:01,Debit,New York,ATM,41.0,Engineer,108.0,1.0,2523.83,2024-11-04 08:11:57,2
2059,796.3,2023-03-22 16:03:01,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,2024-11-04 08:08:32,0
2060,72.47,2023-10-17 18:02:43,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,2024-11-04 08:11:10,2
2061,279.6,2023-05-31 16:28:06,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9,2024-11-04 08:06:53,3
2062,304.2,2023-06-08 16:06:13,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.6400000000003,2024-11-04 08:10:19,3
2063,351.38,2023-06-26 18:41:55,Debit,New York,Branch,64.0,Retired,21.0,1.0,7606.63,2024-11-04 08:06:32,3
2064,86.07,2023-11-20 18:40:45,Debit,Dallas,Branch,31.0,Doctor,23.0,1.0,842.5599999999995,2024-11-04 08:12:19,2
2065,604.5,2023-08-08 18:39:24,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.4200000000001,2024-11-04 08:06:32,1
2066,258.7,2023-02-22 17:12:15,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,2024-11-04 08:06:36,0
2069,63.75999999999999,2023-06-27 17:44:24,Debit,San Antonio,ATM,69.0,Retired,100.0,1.0,4980.26,2024-11-04 08:10:22,3
2071,63.54000000000002,2023-05-22 18:23:18,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,2024-11-04 08:07:31,3
2072,81.11000000000001,2023-10-16 18:07:26,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,2024-11-04 08:07:46,2
2074,170.96,2023-12-28 16:46:46,Debit,Washington,Branch,64.0,Doctor,69.0,1.0,13374.89,2024-11-04 08:06:53,2
2075,48.50999999999999,2023-01-09 17:22:18,Debit,Austin,Branch,22.0,Student,69.0,1.0,3363.23,2024-11-04 08:10:53,0
2076,325.03,2023-01-11 17:04:19,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,2024-11-04 08:10:08,0
2077,125.82999999999998,2023-05-29 17:14:03,Debit,Los Angeles,,57.0,Retired,138.0,1.0,6109.86,2024-11-04 08:11:30,3
2078,506.83,2023-04-24 17:27:12,Debit,Indianapolis,,37.0,Engineer,45.0,1.0,9975.79,2024-11-04 08:07:31,3
2079,738.94,2023-10-09 18:54:21,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,2024-11-04 08:08:51,1
2081,225.1,2023-12-11 17:28:44,Debit,Boston,ATM,28.0,Student,35.0,1.0,1547.71,,2
2082,359.51,2023-11-30 18:08:39,Debit,Charlotte,,79.0,Retired,157.0,1.0,7153.72,2024-11-04 08:12:11,2
2083,720.46,2023-12-07 16:10:40,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,2024-11-04 08:08:35,2
2085,291.46,2023-02-08 16:29:56,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,2024-11-04 08:10:03,0
2087,98.24000000000001,2023-04-10 17:58:46,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.6599999999999,2024-11-04 08:08:58,3
2089,45.900000000000006,2023-07-04 18:55:57,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,2024-11-04 08:07:45,3
2090,258.21,2023-11-27 17:19:31,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,2024-11-04 08:10:11,2
2092,287.51,2023-05-22 16:57:31,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.64999999999964,2024-11-04 08:08:19,3
2094,26.100000000000023,2023-02-17 16:21:21,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.7200000000003,2024-11-04 08:07:09,0
2095,436.77,2023-09-28 16:14:49,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.6900000000005,2024-11-04 08:09:11,1
2098,25.29000000000002,2023-07-27 18:34:19,Debit,Miami,Online,50.0,,125.0,1.0,5374.69,2024-11-04 08:06:44,1
2100,139.51999999999998,2023-09-22 18:02:42,Debit,Portland,Branch,23.0,Student,31.0,1.0,1570.2200000000003,2024-11-04 08:08:00,1
2101,51.19999999999999,2023-03-13 18:45:47,Debit,Tucson,Online,18.0,Student,83.0,1.0,730.6000000000004,2024-11-04 08:06:44,0
2104,2.509999999999991,2023-04-17 16:04:21,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,2024-11-04 08:11:22,3
2105,22.620000000000005,2023-05-10 16:35:02,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,2024-11-04 08:11:17,3
2106,126.82999999999998,2023-02-20 16:40:25,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,2024-11-04 08:10:31,0
2107,46.599999999999994,2023-08-30 17:54:55,Debit,Detroit,Online,55.0,Doctor,68.0,1.0,1562.9,2024-11-04 08:06:23,1
2108,243.8,2023-01-03 16:42:41,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,2024-11-04 08:10:09,0
2110,175.05,2023-01-02 17:05:16,Debit,,Online,39.0,Engineer,34.0,1.0,1447.35,2024-11-04 08:08:09,0
2111,762.74,2023-05-02 17:24:54,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.10000000000036,2024-11-04 08:06:39,3
2112,34.02999999999997,2023-05-22 17:09:30,Debit,Los Angeles,Branch,57.0,Engineer,38.0,1.0,3077.2,2024-11-04 08:09:59,3
2113,15.949999999999989,2023-03-14 17:10:00,Debit,Raleigh,Branch,25.0,Student,52.0,1.0,1983.0,2024-11-04 08:11:39,0
2116,309.42,2023-10-18 16:51:31,Debit,Fresno,Branch,27.0,Engineer,42.0,1.0,8564.46,2024-11-04 08:10:21,2
2120,476.99,2023-01-10 16:00:32,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,2024-11-04 08:10:10,0
2121,320.11,,Debit,El Paso,Branch,23.0,Student,130.0,1.0,4076.48,2024-11-04 08:07:38,2
2122,333.39,2023-09-11 16:36:59,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,2024-11-04 08:08:37,1
2123,10.300000000000011,2023-12-07 16:59:06,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,2024-11-04 08:10:12,2
2125,416.55,2023-05-05 17:31:53,Debit,Oklahoma City,Online,33.0,Engineer,73.0,1.0,922.96,,3
2127,98.94999999999999,2023-12-29 17:37:37,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,2024-11-04 08:07:52,2
2130,215.13,2023-01-05 16:02:42,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.69,2024-11-04 08:08:16,0
2132,341.88,2023-06-14 16:34:43,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,2024-11-04 08:11:00,3
2133,691.92,2023-07-10 16:37:18,Debit,Boston,Online,19.0,Student,61.00000000000001,1.0,1084.6499999999996,2024-11-04 08:12:13,3
2134,50.43000000000001,2023-07-10 16:06:28,Debit,San Jose,Branch,32.0,Doctor,51.0,1.0,9794.26,2024-11-04 08:09:10,3
2135,440.43,2023-09-21 17:41:34,Debit,Colorado Springs,Branch,78.0,Retired,23.0,1.0,5123.24,2024-11-04 08:07:52,1
2136,299.03,2023-01-19 17:27:01,Debit,Columbus,Branch,39.0,Engineer,52.0,1.0,1381.2799999999997,2024-11-04 08:10:02,0
2137,1.9800000000000182,2023-12-25 17:41:33,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,2024-11-04 08:10:47,2
2138,173.45,2023-12-25 16:25:43,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,2024-11-04 08:07:11,2
2139,438.76,2023-02-13 16:48:50,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,2024-11-04 08:11:13,0
2141,738.68,2023-03-07 16:36:08,Debit,Chicago,Online,50.0,Doctor,124.0,1.0,14352.33,2024-11-04 08:11:40,0
2142,151.14,2023-06-01 16:18:49,Debit,Memphis,Online,64.0,Retired,38.0,1.0,2156.54,2024-11-04 08:11:40,3
2143,75.76999999999998,2023-08-07 17:48:31,Debit,Charlotte,Branch,51.0,Engineer,148.0,1.0,8361.7,2024-11-04 08:09:47,1
2144,444.52,2023-04-04 16:11:34,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,2024-11-04 08:06:58,3
2145,5.2900000000000205,2023-03-08 18:51:57,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,2024-11-04 08:09:14,0
2147,256.95,2023-05-04 16:37:21,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,2024-11-04 08:08:10,3
2150,84.28,2023-06-12 17:09:17,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,2024-11-04 08:07:40,3
2153,154.99,2023-08-28 17:07:08,Debit,Mesa,Branch,25.0,Student,53.0,1.0,1419.31,2024-11-04 08:08:06,1
2154,481.53,2023-09-12 17:21:48,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,2024-11-04 08:11:54,1
2155,172.92,2023-08-28 16:56:05,Debit,Miami,Online,20.0,Student,212.0,1.0,416.3699999999999,2024-11-04 08:08:14,1
2157,207.2,2024-01-01 16:12:32,Debit,Columbus,Online,60.0,Engineer,133.0,1.0,8092.94,2024-11-04 08:06:23,2
2158,136.82,2023-08-25 18:24:06,Debit,Chicago,Branch,31.0,Engineer,13.999999999999986,1.0,6229.13,2024-11-04 08:08:03,1
2162,26.30000000000001,2023-12-12 16:57:29,Debit,Virginia Beach,ATM,32.0,Doctor,33.0,1.0,7473.73,2024-11-04 08:09:28,2
2164,182.42,2023-03-22 16:59:56,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,3051.29,2024-11-04 08:10:41,0
2165,716.62,2023-04-10 16:04:28,Debit,Atlanta,ATM,44.0,Doctor,241.0,1.0,6987.4,2024-11-04 08:10:05,3
2167,79.76999999999998,2023-01-23 16:50:55,Debit,San Francisco,ATM,68.0,Retired,167.0,1.0,5010.31,2024-11-04 08:08:44,0
2169,592.24,2023-10-16 16:49:07,Debit,Tucson,ATM,52.0,Doctor,140.0,1.0,9817.05,2024-11-04 08:07:20,2
2173,343.88,2023-12-11 16:37:20,Debit,Nashville,Online,63.0,Retired,97.0,1.0,6486.18,2024-11-04 08:12:01,2
2175,162.1,2023-12-06 17:34:01,Debit,Milwaukee,Branch,41.0,Engineer,151.0,1.0,8576.65,2024-11-04 08:08:09,2
2176,36.120000000000005,2023-11-29 17:55:07,Debit,Houston,Online,22.0,Student,234.0,1.0,1593.0299999999997,2024-11-04 08:08:11,2
